,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,label
35,0.7804729,0.15711926,0.26242694,-0.5850353,-1.089591,False,True,False,no_failure
36,-0.6633418,-0.8164074,-0.23611517,-0.5917613,-0.48027235,False,False,True,no_failure
37,1.6689756,2.2664642,-0.15965164,-0.35634968,-1.2781897,False,True,False,no_failure
38,-1.4963099,-1.9522258,-0.19941267,-0.4370623,-1.7859552,False,True,False,no_failure
39,-1.7739658,-1.5465834,0.23795861,-0.9482417,-1.6698946,False,False,True,no_failure
40,-1.9960873,-1.9522258,0.26854402,-0.62539154,-0.8719772,False,True,False,no_failure
41,-1.6073622,-1.3031831,-0.41045198,0.08084338,-1.0025456,False,True,False,no_failure
42,-0.88546324,-0.24852304,-0.46550572,0.013582911,-1.0025456,False,True,False,no_failure
43,0.058574054,-0.49189854,0.5040516,-1.0491325,-0.95902276,False,True,False,no_failure
44,0.114108644,-0.0051228036,0.38171002,-0.92133766,-1.7134173,False,True,False,no_failure
45,0.058574054,0.3193861,-0.028134398,-0.7733646,-1.1911442,False,True,False,no_failure
46,1.6689756,1.3740462,-0.3431641,-0.046951614,-1.9455386,False,True,False,no_failure
47,-1.3297061,-1.140941,-0.25752494,0.12792577,-1.1911442,False,False,True,no_failure
48,0.61388606,0.3193861,0.29301235,-0.25545898,-0.6833786,False,True,False,no_failure
49,-1.1075846,-0.49189854,0.20737322,-0.9482417,-0.79943925,False,True,False,no_failure
50,-1.7184312,-1.4654499,0.14314388,-0.7599125,-0.56731784,False,False,True,no_failure
51,-0.33015114,0.07598585,-0.76218414,0.47095403,0.0274932,False,True,False,no_failure
52,0.2806955,1.6174464,0.79155445,-1.1769274,-0.0885675,False,True,False,no_failure
53,-0.6633418,0.23825268,-0.16882727,-0.3899799,-1.7424325,False,False,True,no_failure
54,-0.99651545,-0.6541654,-0.4349203,0.13465169,0.18707666,False,False,True,no_failure
55,-0.27461657,-0.7352988,0.12479263,-1.116393,0.34666014,False,True,False,no_failure
56,1.7800448,2.1041973,-0.46856424,0.00013076549,-1.4522808,False,True,False,no_failure
57,0.55835146,0.15711926,-0.09542229,-0.45051444,-0.0015219748,False,False,True,no_failure
58,-1.2741715,-1.4654499,-0.061778344,-0.5783091,0.91245604,False,True,False,no_failure
59,-1.8850181,-1.4654499,0.6386274,-1.2038317,0.8399181,False,True,False,no_failure
60,0.39176467,0.48162815,-0.37069094,0.07411744,-2.0180764,False,False,True,no_failure
61,-1.1075846,-0.57303196,-0.11377353,-0.55140513,0.23059942,False,True,False,no_failure
62,-0.16354737,1.2118042,0.26242694,-1.0625845,0.46272084,False,True,False,no_failure
63,0.66942066,0.7250284,-0.08624667,-0.3294454,-0.5237951,False,False,True,no_failure
64,1.613441,1.0495373,-0.31563723,-0.10075994,-1.0605758,False,True,False,no_failure
65,-2.88459,-3.6559036,-0.13518332,-0.52450085,0.65131944,False,False,True,no_failure
66,-0.10802973,-0.49189854,0.020802248,-0.5312268,-1.3072048,False,False,True,no_failure
67,-1.7184312,-0.8975408,0.19819759,-0.69937795,0.5207512,False,False,True,no_failure
68,0.9470767,0.8872705,0.7089739,-1.1500232,-2.0180764,True,False,False,no_failure
69,-0.21908197,-0.6541654,-0.5144423,0.66600955,-0.24815094,False,False,True,no_failure
70,0.2251609,0.40051952,-0.39210072,0.24899454,1.0140091,False,True,False,no_failure
71,-1.0520501,-0.7352988,0.48875895,-1.0155022,0.5207512,False,True,False,no_failure
72,0.7804729,-0.41076514,0.61721766,-0.96841997,-2.0906146,False,True,False,no_failure
73,1.0025944,0.96840394,1.1983403,-1.553586,-1.727925,False,False,True,no_failure
74,0.33623007,1.698555,-0.09542229,-0.7666384,-0.32068887,False,True,False,no_failure
75,-1.7739658,-1.0598077,0.86190087,-1.4661474,-0.10307509,False,False,True,no_failure
76,0.9470767,0.96840394,-0.2605835,-0.0671297,-1.6118642,False,False,True,no_failure
77,0.8915421,0.643895,-0.46856424,0.24899454,0.88344085,False,True,False,no_failure
78,0.2806955,0.56276155,-0.27281764,-0.0671297,-1.4087579,False,True,False,no_failure
79,1.0025944,1.4551797,-0.36457387,-0.20165065,0.39018288,False,True,False,no_failure
80,-2.3292778,-2.5201101,0.051387656,-0.8406251,0.10003114,False,False,True,no_failure
81,-2.3292778,-2.2767346,-0.15965164,0.053939093,1.0285167,False,True,False,no_failure
82,0.55835146,0.7250284,1.6448873,-1.9840531,-0.56731784,False,True,False,no_failure
83,-1.5518275,-2.4389768,0.0024510059,-0.70610416,0.738365,False,True,False,no_failure
84,0.003039459,-0.57303196,0.41535395,-1.25764,-1.1911442,False,True,False,no_failure
85,0.114108644,0.3193861,-0.337047,-0.3899799,-0.82845443,False,True,False,no_failure
86,1.2802503,0.56276155,-0.62760836,0.39696762,-1.5103111,False,True,False,HDF
87,-1.7184312,-0.97867423,0.15537803,-0.847351,0.44821325,False,True,False,no_failure
88,-1.3852407,-1.2220497,-0.034251478,0.04721315,0.9269636,False,True,False,no_failure
89,-0.94099784,-0.32965645,0.44593936,-1.2172837,-1.1186062,False,True,False,no_failure
90,-1.6628968,-1.3031831,0.31748068,-1.1702014,-2.0906146,False,True,False,no_failure
91,-0.4412034,-0.8164074,-0.35539824,0.5247624,-0.37871924,False,True,False,no_failure
92,-0.38568574,-0.0051228036,0.060563277,-0.6522958,0.6803346,True,False,False,no_failure
93,1.2247328,1.698555,-0.29422742,0.14810385,-2.0906146,False,True,False,no_failure
94,-1.6628968,-0.7352988,0.32359776,-0.8675291,-1.0170531,False,True,False,no_failure
95,1.6689756,1.4551797,0.73038363,-1.116393,-1.6844021,False,True,False,no_failure
96,-0.77439404,-1.6276921,0.15537803,-0.8742553,-0.30618128,False,True,False,no_failure
97,0.9470767,0.7250284,-0.12600769,-0.45051444,-0.69788617,True,False,False,no_failure
98,-0.38568574,-0.57303196,-0.12600769,-0.12766397,-1.8875083,False,True,False,no_failure
99,-0.94099784,-1.0598077,1.0240035,-1.4325172,-1.2636821,False,True,False,no_failure
100,1.5579064,1.536313,0.5376956,-1.0962149,-0.9300076,False,False,True,no_failure
101,0.55835146,0.15711926,-0.28199327,0.54494077,-1.9890614,False,True,False,no_failure
102,-0.71885943,-1.4654499,-0.12600769,-0.9146115,-0.6253482,False,False,True,no_failure
103,1.613441,1.2929128,-0.35539824,0.45077595,0.9269636,False,True,False,OSF
104,-0.052495133,0.96840394,0.6447445,-0.98187196,-0.16110544,False,True,False,no_failure
105,-0.21908197,0.23825268,-0.57561314,0.74672216,-0.6543634,False,False,True,no_failure
106,0.4472823,0.643895,-0.5175009,-0.120938025,-0.95902276,False,True,False,no_failure
107,-1.5518275,-1.4654499,-0.09236375,-0.3294454,-0.8719772,False,True,False,no_failure
108,-1.1631192,-0.97867423,-0.031192938,-0.685926,0.6803346,False,False,True,no_failure
109,0.5028169,0.3193861,0.14620242,-0.685926,-0.4947799,False,False,True,no_failure
110,0.058574054,0.07598585,0.40006125,-1.0625845,1.0575318,False,True,False,TWF
111,0.9470767,1.1306708,-0.30952013,0.5247624,-1.3942504,False,True,False,no_failure
112,-1.1075846,-0.41076514,0.3572417,-0.5715832,-0.95902276,False,True,False,no_failure
113,-0.38568574,0.8061618,0.6967397,-1.3450787,0.085523546,False,False,True,no_failure
114,-1.7739658,-1.4654499,0.011626628,-0.5446789,-0.82845443,False,False,True,no_failure
115,-1.4407753,-2.1956012,0.13396825,-0.5783091,-1.8584931,False,True,False,no_failure
116,-1.2741715,-0.8975408,0.40923688,-1.1769274,0.6077967,False,False,True,no_failure
117,-1.7739658,-1.3031831,-0.1413004,0.29607692,0.18707666,False,False,True,no_failure
118,-0.10802973,-0.49189854,-0.30034453,-0.25545898,-0.10307509,False,False,True,no_failure
119,-1.6073622,-0.97867423,0.91083753,-1.4123391,-1.1331139,False,False,True,no_failure
120,0.058574054,0.15711926,-0.070953965,0.06739124,-0.37871924,False,True,False,no_failure
121,1.058129,0.96840394,-0.12906623,-0.073855646,-1.4232656,False,False,True,no_failure
122,0.66942066,-0.08625621,-0.16882727,-0.537953,-1.3797429,True,False,False,no_failure
123,-1.2186538,-1.789959,-0.09542229,-0.26891112,-0.842962,False,True,False,no_failure
124,1.058129,1.3740462,-0.46244717,0.06739124,0.25961462,True,False,False,no_failure
125,-0.16354737,0.96840394,1.3543259,-1.7082852,-1.8004628,False,False,True,no_failure
126,0.7804729,-0.41076514,0.048329115,-0.69937795,0.86893326,False,False,True,no_failure
127,-2.6624515,-3.3313947,-0.33398846,0.107747674,-0.39322683,False,True,False,no_failure
128,-1.1075846,-0.8164074,0.15537803,-0.38325396,-1.5248187,True,False,False,no_failure
129,-1.4963099,-2.2767346,-0.015900237,-0.36980182,-0.10307509,False,True,False,no_failure
130,0.003039459,0.7250284,-0.676545,1.0090379,0.8399181,False,False,True,OSF
131,-0.16354737,1.1306708,-0.012841697,-0.36980182,0.18707666,False,False,True,no_failure
132,-1.0520501,-0.49189854,-0.080129586,-0.63211745,0.6948422,False,True,False,no_failure
133,0.2251609,1.4551797,-0.36763242,-0.24200682,0.98499393,True,False,False,no_failure
134,1.7800448,2.1041973,0.07891452,-0.537953,-1.2056518,False,True,False,no_failure
135,0.39176467,0.15711926,-0.006724615,-0.5312268,-1.3507277,False,True,False,no_failure
136,-0.88546324,-0.16738963,0.5376956,-1.1769274,-1.2781897,False,True,False,no_failure
137,-1.4963099,-1.3843166,-0.21164684,-0.42361015,0.6948422,False,True,False,no_failure
138,-0.496738,0.48162815,-0.37986657,0.2422686,-0.95902276,False,True,False,no_failure
139,-1.0520501,-0.49189854,-0.39821783,0.76017404,-1.3652352,False,True,False,no_failure
140,-0.77439404,-1.5465834,-0.08624667,-0.55140513,-1.6263717,False,True,False,no_failure
141,-1.2186538,-0.97867423,-0.42268613,-0.2083766,-2.0906146,True,False,False,no_failure
142,-1.7739658,-1.3843166,0.75485194,-1.0424064,0.056508373,False,True,False,no_failure
143,1.6689756,1.1306708,0.17067073,-0.82717294,-0.14659785,False,False,True,no_failure
144,-0.496738,-0.8975408,-0.46244717,0.5987491,-0.71239376,False,False,True,no_failure
145,1.2802503,0.643895,-0.24834932,-0.1881985,-1.4087579,True,False,False,no_failure
146,0.8915421,0.643895,0.68144697,-1.0424064,0.54976636,False,True,False,no_failure
147,-0.6633418,-1.2220497,-0.37986657,0.5314886,-0.9300076,False,True,False,no_failure
148,-1.1075846,-1.789959,-0.34622264,0.12119956,-1.6263717,False,True,False,no_failure
149,-0.88546324,-0.97867423,1.2442185,-1.5939423,0.7093498,False,False,True,no_failure
150,-2.4958646,-2.844619,1.6112434,-1.6141205,-1.3942504,False,False,True,no_failure
151,1.7800448,2.2664642,-0.18411997,-0.14784233,-1.5103111,False,True,False,no_failure
152,-1.7739658,-1.140941,-0.14741749,-0.14784233,0.085523546,False,False,True,no_failure
153,-0.052495133,-0.0051228036,-0.4196276,0.06739124,-2.0180764,False,False,True,no_failure
154,1.7800448,1.8608218,0.008568088,-0.7195563,0.1435539,True,False,False,no_failure
155,-1.3297061,-0.97867423,1.4032626,-1.815902,0.20158425,False,False,True,no_failure
156,0.058574054,-0.24852304,-0.27281764,0.16828193,-0.50928754,False,True,False,no_failure
157,-1.4407753,-1.789959,-0.08318813,-0.006595179,-2.003569,False,True,False,no_failure
158,-0.38568574,-0.49189854,0.026919331,-0.3092673,-0.8574696,False,True,False,no_failure
159,-0.16354737,1.2929128,-0.24834932,0.12792577,0.44821325,False,True,False,no_failure
160,1.5579064,1.9419552,0.94754004,-1.4863255,-0.17561302,True,False,False,no_failure
161,-1.2741715,-2.1144679,-0.45327154,0.5516667,-0.9009924,False,True,False,no_failure
162,0.5028169,0.8872705,0.47958332,-0.8742553,-1.4232656,False,True,False,no_failure
163,-0.88546324,-1.4654499,-0.2085883,-0.26218492,0.07101596,True,False,False,no_failure
164,-0.77439404,-1.6276921,-0.33092993,0.0068569663,-1.9165235,False,True,False,no_failure
165,-0.4412034,0.643895,-0.21164684,0.2355424,-0.9300076,False,False,True,no_failure
166,1.1136636,0.96840394,-0.33092993,0.4575019,-0.26265854,False,True,False,no_failure
167,1.7800448,2.0230887,-0.48385695,0.7063657,0.7238574,False,True,False,OSF
168,0.55835146,0.56276155,3.8011584,-2.5759451,-1.8730006,False,True,False,PWF
169,-0.82992864,0.15711926,-0.46550572,0.18846002,1.1881001,False,True,False,OSF
170,1.9466316,2.2664642,-0.337047,-0.28236327,-2.0180764,False,True,False,no_failure
171,-0.88546324,-0.97867423,0.90166193,-1.3719828,0.43370566,False,False,True,no_failure
172,1.5579064,0.8061618,0.2746611,-0.98187196,-1.5973566,True,False,False,no_failure
173,-0.99651545,-0.41076514,0.45817354,-1.0693107,-0.7559165,False,True,False,no_failure
174,-0.71885943,-0.97867423,0.2440757,-1.0760367,-0.422242,False,False,True,no_failure
175,0.66942066,-0.24852304,0.048329115,-0.3630756,-0.55281025,False,False,True,no_failure
176,1.5579064,0.8872705,-0.39210072,0.51131046,-1.5248187,False,True,False,no_failure
177,-1.2186538,-1.4654499,-0.33398846,-0.21510279,0.4772284,False,True,False,no_failure
178,-0.6633418,-0.8975408,-0.0740125,-0.55813104,0.10003114,False,True,False,no_failure
179,-1.9960873,-1.789959,0.011626628,-0.7935427,-0.8719772,False,True,False,no_failure
180,0.4472823,-0.08625621,-0.19023705,-0.14784233,0.63681185,True,False,False,no_failure
181,-1.2741715,-1.5465834,-0.12600769,-0.1881985,-0.21913579,False,False,True,no_failure
182,1.0025944,0.643895,0.18596344,-0.8608032,0.20158425,False,False,True,no_failure
183,-0.10802973,-0.8164074,0.045270573,-0.410158,0.7238574,False,True,False,no_failure
184,-0.77439404,-1.140941,-0.31869575,-0.28236327,-0.842962,False,True,False,no_failure
185,-1.2741715,-1.9522258,0.17678782,-0.7599125,-0.10307509,False,True,False,no_failure
186,0.003039459,1.4551797,-0.41351053,0.5247624,-1.6989098,False,False,True,no_failure
187,1.7800448,1.698555,-0.40739343,-0.026773268,-0.33519647,False,True,False,no_failure
188,-1.6073622,-1.5465834,-0.28505182,0.51131046,-0.17561302,False,True,False,no_failure
189,-1.7184312,-0.8164074,-0.7438329,0.53821456,-0.33519647,False,True,False,no_failure
190,-1.1075846,-0.57303196,0.18902197,-0.5177749,-0.26265854,False,True,False,no_failure
191,1.7800448,2.1041973,0.017743709,-0.37652776,-1.234667,False,True,False,no_failure
192,-0.88546324,-1.3031831,0.014685168,0.0068569663,-2.0615993,False,True,False,no_failure
193,-1.1075846,-0.6541654,0.09420722,-0.5783091,-1.4667883,False,True,False,no_failure
194,1.0025944,1.2118042,-0.4563301,0.49113214,0.30313736,False,False,True,no_failure
195,-1.9405527,-1.5465834,-0.3615153,0.8543388,-0.13209026,False,True,False,no_failure
196,0.7804729,-0.41076514,0.23795861,-1.0020502,-0.16110544,False,True,False,no_failure
197,0.058574054,0.15711926,-0.21776392,0.22881646,0.15806149,False,True,False,no_failure
198,-1.6073622,-1.3031831,-0.223881,0.12792577,-1.4232656,False,False,True,no_failure
199,0.2251609,0.40051952,-0.0006075345,-0.3092673,0.95597875,False,True,False,no_failure
200,1.891097,2.2664642,-0.0006075345,-0.692652,-0.03053715,True,False,False,no_failure
201,1.6689756,1.698555,-0.40127635,0.18173409,-1.582849,True,False,False,no_failure
202,-1.9405527,-2.0333345,-0.61843276,0.92832524,-0.23364335,False,True,False,no_failure
203,-1.2186538,-1.140941,-0.38598365,0.27589884,-1.9020158,False,False,True,no_failure
204,-1.3852407,-2.1144679,0.4184125,-1.1702014,-0.30618128,False,True,False,no_failure
205,-1.3297061,-1.2220497,0.38171002,-1.0760367,-2.0470917,False,True,False,no_failure
206,-1.0520501,-0.32965645,0.2440757,-0.69937795,0.9995015,False,True,False,no_failure
207,1.2247328,0.23825268,-0.36457387,0.06739124,-1.0750835,False,False,True,no_failure
208,-1.4407753,-2.2767346,0.27160257,-0.72628224,-1.8875083,False,True,False,no_failure
209,-0.052495133,1.2118042,-0.4410374,0.06066529,-2.0470917,False,True,False,no_failure
210,-0.10802973,1.1306708,0.58663225,-1.1298451,-1.6989098,False,True,False,no_failure
211,-1.9960873,-1.5465834,-0.012841697,-0.50432277,0.65131944,False,True,False,no_failure
212,-0.052495133,-0.0051228036,-0.26364204,-0.2083766,-2.0906146,True,False,False,no_failure
213,2.1132183,2.6721065,-0.30952013,0.12119956,0.33215255,False,False,True,no_failure
214,1.5579064,0.8872705,-0.04648564,-0.45724037,-1.5393263,True,False,False,no_failure
215,1.7800448,1.8608218,-0.16882727,-0.006595179,0.30313736,False,True,False,no_failure
216,-0.6633418,-1.3031831,-0.25752494,-0.5783091,-1.481296,False,True,False,no_failure
217,0.72493833,-0.0051228036,-0.18411997,-0.39670587,0.9995015,False,True,False,no_failure
218,-0.71885943,-1.4654499,-0.37069094,0.14810385,-2.0180764,False,False,True,no_failure
219,1.7800448,1.7796885,0.56522244,-1.0155022,-0.0015219748,False,True,False,no_failure
220,-1.6073622,-1.3843166,-0.08318813,-0.19492444,0.1435539,False,False,True,no_failure
221,-1.2741715,-1.9522258,0.18596344,-0.7935427,-0.24815094,False,False,True,no_failure
222,0.114108644,-0.7352988,0.19208051,-0.537953,-0.6108406,False,True,False,no_failure
223,1.1136636,0.56276155,-0.57255465,0.7130919,-0.6833786,False,True,False,HDF
224,0.1696263,0.23825268,-0.33092993,0.28935072,-0.04504474,False,False,True,no_failure
225,1.613441,2.1041973,-0.43186176,0.47768024,-0.668871,False,True,False,no_failure
226,1.2802503,1.7796885,-0.32481283,0.50458425,1.4782519,True,False,False,OSF
227,-0.4412034,-0.8975408,-0.12906623,-0.42361015,-0.30618128,False,True,False,no_failure
228,2.0021663,2.428731,-0.19941267,0.11447362,-0.26265854,False,True,False,no_failure
229,1.5023887,1.0495373,-0.031192938,-0.47741848,1.1735926,False,True,False,no_failure
230,0.058574054,-0.08625621,0.07279744,-0.2890892,-1.7569401,False,True,False,no_failure
231,-1.0520501,-0.08625621,-0.223881,0.12119956,-1.5248187,False,False,True,no_failure
232,0.33623007,0.8872705,-0.39210072,0.47095403,-1.9745538,False,False,True,no_failure
233,0.55835146,0.48162815,-0.3064616,0.22881646,-2.0180764,False,True,False,no_failure
234,-1.9960873,-1.7088255,-0.10459791,-0.13439018,1.086547,False,False,True,no_failure
235,0.2806955,1.536313,0.48264185,-1.0491325,0.81090295,False,True,False,no_failure
236,-1.3297061,-2.2767346,0.27771965,-0.8338989,0.7093498,False,True,False,no_failure
237,-2.717986,-3.412528,-0.45021302,0.41041976,-0.422242,False,True,False,no_failure
238,-0.6633418,-1.3031831,0.6936812,-1.3383526,-1.6118642,False,True,False,no_failure
239,-0.99651545,-0.49189854,-0.28505182,0.27589884,-1.6263717,False,False,True,no_failure
240,-0.21908197,-0.6541654,0.13090971,0.094295524,-1.7134173,False,True,False,no_failure
241,-0.88546324,-0.0051228036,0.32359776,-0.6119394,0.4772284,False,True,False,no_failure
242,0.114108644,0.56276155,-0.45327154,0.32970718,-1.1766366,False,False,True,no_failure
243,1.613441,1.3740462,0.77626175,-0.98859805,0.8399181,False,True,False,no_failure
244,-0.77439404,0.15711926,0.020802248,0.34315932,-1.1331139,False,False,True,no_failure
245,-0.33015114,0.56276155,-0.6887792,0.32298097,0.41919807,False,True,False,no_failure
246,0.5028169,0.48162815,-0.7101889,1.0964763,0.56427395,False,True,False,OSF
247,0.4472823,0.40051952,0.27771965,-1.0020502,-0.842962,False,True,False,no_failure
248,-1.7184312,-1.5465834,-0.12906623,-0.3899799,1.1300697,False,True,False,TWF
249,1.3913195,0.643895,-0.48385695,-0.14111613,-0.422242,False,True,False,HDF
250,1.058129,0.56276155,-0.5144423,-0.013321379,0.056508373,False,True,False,HDF
251,-0.27461657,0.8061618,-0.5083253,-0.14784233,0.89794844,False,True,False,no_failure
252,-1.0520501,-1.5465834,-0.4288032,0.39024144,0.53525877,True,False,False,no_failure
253,-1.3297061,-1.8710923,0.73955923,-1.1903795,0.46272084,False,False,True,no_failure
254,-0.88546324,-1.4654499,0.3511246,-0.975146,-1.8439856,True,False,False,no_failure
255,-0.82992864,-0.08625621,0.30830505,-1.1500232,-1.1911442,False,True,False,no_failure
256,0.8915421,0.643895,0.17372927,-0.82044697,1.0285167,False,False,True,no_failure
257,-1.3297061,-1.6276921,-0.53585213,0.12119956,-1.3072048,False,False,True,no_failure
258,0.4472823,0.48162815,-0.41656905,0.107747674,-1.6118642,False,True,False,no_failure
259,-1.2186538,-1.8710923,-0.031192938,-0.34289753,0.07101596,False,True,False,no_failure
260,0.9470767,1.0495373,-0.10765645,-0.24873303,-1.8584931,True,False,False,no_failure
261,-0.88546324,-0.08625621,-0.18106143,-0.13439018,0.17256907,True,False,False,no_failure
262,-0.38568574,0.8872705,0.64168596,-1.0962149,-1.7424325,False,True,False,no_failure
263,-0.71885943,0.23825268,-0.18106143,-0.14784233,-0.77042407,False,True,False,no_failure
264,1.891097,2.1853309,-0.26670057,0.4844062,0.65131944,False,False,True,no_failure
265,-0.77439404,0.3193861,1.2350428,-1.5065038,0.20158425,False,True,False,no_failure
266,1.0025944,-0.08625621,-0.5022082,0.30952907,-1.5683415,False,True,False,HDF
267,-1.6628968,-1.789959,-0.26670057,-0.120938025,0.491736,False,False,True,no_failure
268,0.8915421,1.0495373,-0.223881,-0.09403373,-0.6833786,False,True,False,no_failure
269,0.5028169,0.23825268,-0.4196276,0.1413779,-0.19012061,False,True,False,no_failure
270,1.1136636,0.07598585,-0.21776392,-0.15456827,0.0274932,False,True,False,no_failure
271,0.1696263,1.3740462,0.13090971,-0.975146,-1.7859552,False,True,False,no_failure
272,0.61388606,0.56276155,0.17678782,-0.4168842,-0.07405991,False,False,True,no_failure
273,1.3913195,1.698555,1.2686868,-1.6410247,-0.17561302,False,True,False,no_failure
274,0.5028169,0.643895,0.048329115,-0.03349947,-0.27716613,False,True,False,no_failure
275,0.7804729,0.56276155,-0.63678396,0.11447362,-0.29167372,False,True,False,no_failure
276,-1.4963099,-2.2767346,-0.08930521,-0.685926,-1.2636821,False,False,True,no_failure
277,-0.10802973,1.0495373,0.106441386,-0.49759656,-1.7569401,False,True,False,no_failure
278,0.39176467,1.7796885,-0.3737495,0.10102147,-0.78493166,True,False,False,no_failure
279,-1.2741715,-0.97867423,-0.23305662,-0.14111613,0.042000785,False,False,True,no_failure
280,-0.88546324,-0.0051228036,-0.33092993,0.57184476,-0.059552323,False,True,False,no_failure
281,-0.82992864,-0.0051228036,0.33889046,-0.70610416,-1.162129,False,False,True,no_failure
282,1.7800448,1.7796885,-0.012841697,-0.4168842,-0.13209026,False,True,False,no_failure
283,-1.6628968,-1.0598077,-0.1413004,-0.5783091,0.7673802,True,False,False,no_failure
284,-1.3297061,-1.3843166,0.4857004,-1.0625845,-1.7714477,False,True,False,no_failure
285,-0.6078072,-1.3031831,-0.19023705,-0.24200682,0.56427395,False,False,True,no_failure
286,-0.82992864,-1.2220497,-0.37069094,0.15482979,-2.0906146,False,True,False,no_failure
287,-0.16354737,1.1306708,0.7640276,-1.3383526,-1.8004628,False,True,False,no_failure
288,-0.99651545,-0.08625621,0.5376956,-0.96841997,-1.3507277,False,False,True,no_failure
289,-0.10802973,1.1306708,-0.62760836,0.47768024,0.10003114,False,False,True,no_failure
290,-0.10802973,1.2929128,-0.08930521,-0.5312268,-1.3507277,False,True,False,no_failure
291,-0.82992864,-0.08625621,0.5743981,-1.0894887,-0.8719772,False,False,True,no_failure
292,-1.9960873,-1.789959,-0.061778344,-0.10075994,-1.2636821,False,False,True,no_failure
293,1.8355623,2.428731,-0.5542034,0.10102147,0.46272084,False,True,False,no_failure
294,-0.21908197,-0.8164074,-0.30340305,-0.4370623,1.1155622,False,False,True,no_failure
295,0.7804729,0.56276155,2.4095225,-2.0311353,-1.481296,False,False,True,no_failure
296,-0.94099784,-0.41076514,-0.20552976,-0.21510279,-1.1766366,False,True,False,no_failure
297,1.613441,2.1041973,0.22266592,-0.6724739,-0.45125717,False,False,True,no_failure
298,1.8355623,1.9419552,0.76708615,-1.5065038,0.07101596,False,False,True,no_failure
299,1.613441,1.0495373,1.1065841,-1.681381,-0.95902276,False,True,False,no_failure
300,-1.3297061,-0.97867423,-0.04648564,-0.3630756,0.1290463,False,True,False,no_failure
301,-1.7739658,-1.4654499,0.2501928,-0.90115935,-1.2491745,False,False,True,no_failure
302,0.61388606,0.8061618,-0.3737495,0.033761002,-0.71239376,True,False,False,no_failure
